movies_name,movies_rating,movies_tv_rating,movies_genre,movies_year,,Row Labels,Average of movies_rating,,,,,,,,Row Labels,Count of movies_tv_rating,,,,Row Labels,,Row Labels,Count of movies_genre
Ghost Chase,4.2,PG-13,"Adventure, Comedy, Fantasy",-1987,,,,,,,,,,,,,,,,,,,
My Sister Sam,7,,Comedy,(1986–1988),,,,,,,,,,,,,,,,,,,
The Circus,8.1,Passed,"Comedy, Family, Romance",-1928,,,,,,,,,,,,,,,,,,,
Good Dick,6.3,R,"Comedy, Drama, Romance",-2008,,,,,,,,,,,,,,,,,,,
Lemon,4.7,Not Rated,"Comedy, Drama",-2017,,,,,,,,,,,,,,,,,,,
My Parents Are Aliens,6.8,,"Comedy, Family, Fantasy",(1999–2006),,,,,,,,,,,,,,,,,,,
The Bachelor,5,PG-13,"Comedy, Romance",-1999,,,,,,,,,,,,,,,,,,,
Cristela,6.5,TV-PG,Comedy,(2014–2015),,,,,,,,,,,,,,,,,,,
Unfabulous,6.2,TV-G,"Comedy, Drama, Family",(2004–2007),,,,,,,,,,,,,,,,,,,
Izzy Gets the Fuck Across Town,5.5,,"Comedy, Drama, Music",-2017,,,,,,,,,,,,,,,,,,,
Nature Calls,3.9,R,Comedy,-2012,,,,,,,,,,,,,,,,,,,
Lego Star Wars III: The Clone Wars,7.6,E10+,"Action, Adventure, Comedy",(2011 Video Game),,,,,,,,,,,,,,,,,,,
Beach Babes from Beyond,3.7,R,"Comedy, Sci-Fi",-1993,,,,,,,,,,,,,,,,,,,
Hunter Street,6.9,TV-G,"Action, Adventure, Comedy",(2017– ),,,,,,,,,,,,,,,,,,,
Firewalker,5.1,PG,"Action, Adventure, Comedy",-1986,,,,,,,,,,,,,,,,,,,
The New Girlfriend,6.5,R,"Comedy, Drama, Romance",-2014,,,,,,,,,,,,,,,,,,,
Mo' Money,5.5,R,"Action, Comedy, Crime",-1992,,,,,,,,,,,,,,,,,,,
14 and Under,5,X,Comedy,-1973,,,,,,,,,,,,,,,,,,,
Barbershop 2: Back in Business,5.7,PG-13,"Comedy, Drama",-2004,,,,,,,,,,,,,,,,,,,
Accident Man 2,,,"Action, Comedy, Crime",-2022,,,,,,,,,,,,,,,,,,,
The Curse of the Jade Scorpion,6.7,PG-13,"Comedy, Crime, Mystery",-2001,,,,,,,,,,,,,,,,,,,
Slumber Party Massacre III,4.5,R,"Comedy, Horror",-1990,,,,,,,,,,,,,,,,,,,
Down the Shore,7.6,,Comedy,(1992–1993),,,,,,,,,,,,,,,,,,,
Bring It On: In It to Win It,5.1,PG-13,"Comedy, Sport",(2007 Video),,,,,,,,,,,,,,,,,,,
Clockwise,6.6,PG,Comedy,-1986,,,,,,,,,,,,,,,,,,,
Sharknado 2: The Second One,4,TV-14,"Action, Adventure, Comedy",(2014 TV Movie),,,,,,,,,,,,,,,,,,,
Beakman's World,8.6,TV-PG,"Comedy, Family",(1992–1997),,,,,,,,,,,,,,,,,,,
All the Way Boys,6.6,PG,"Action, Adventure, Comedy",-1972,,,,,,,,,,,,,,,,,,,
The Last Right,6.3,,"Comedy, Drama",-2019,,,,,,,,,,,,,,,,,,,
Kisses and Caroms,4.4,R,Comedy,-2006,,,,,,,,,,,,,,,,,,,
Yumi's Cells,8.4,TV-PG,"Comedy, Drama, Romance",(2021– ),,,,,,,,,,,,,,,,,,,
Judge Steve Harvey,5,,Comedy,(2022– ),,,,,,,,,,,,,,,,,,,
Non-Fiction,6.4,R,"Comedy, Drama, Romance",-2018,,,,,,,,,,,,,,,,,,,
Dave's World,6.6,,Comedy,(1993–1997),,,,,,,,,,,,,,,,,,,
Act Super Naturally,6.7,,Comedy,-2019,,,,,,,,,,,,,,,,,,,
Vexed,7.2,TV-PG,"Comedy, Crime, Mystery",(2010–2012),,,,,,,,,,,,,,,,,,,
Madea's Witness Protection,4.8,PG-13,"Comedy, Crime, Drama",-2012,,,,,,,,,,,,,,,,,,,
What's the Worst That Could Happen?,5.4,PG-13,"Comedy, Crime",-2001,,,,,,,,,,,,,,,,,,,
The Young and Prodigious T.S. Spivet,7,PG,"Adventure, Comedy, Drama",-2013,,,,,,,,,,,,,,,,,,,
The Last Supper,6.7,R,"Comedy, Crime, Drama",-1995,,,,,,,,,,,,,,,,,,,
How to Be a Player,5.3,R,Comedy,-1997,,,,,,,,,,,,,,,,,,,
Maximum Truth,,,Comedy,-2022,,,,,,,,,,,,,,,,,,,
The Ghost and Mr. Chicken,7.2,G,"Comedy, Family, Mystery",-1966,,,,,,,,,,,,,,,,,,,
Monsters,7.3,TV-14,"Comedy, Drama, Fantasy",(1988–1990),,,,,,,,,,,,,,,,,,,
Jack Frost,4.6,R,"Comedy, Fantasy, Horror",(1997 Video),,,,,,,,,,,,,,,,,,,
Lil Timmy Tim: Statistics (Ms. Lawton),9.7,,"Short, Comedy, Music",-2013,,,,,,,,,,,,,,,,,,,
The Hamlet Factory,7.8,,Comedy,(2022– ),,,,,,,,,,,,,,,,,,,
The Dukes of Hazzard: The Beginning,4.4,R,"Action, Adventure, Comedy",(2007 TV Movie),,,,,,,,,,,,,,,,,,,
"Standing Up, Falling Down",6.5,Not Rated,"Comedy, Drama",-2019,,,,,,,,,,,,,,,,,,,
Dietland,6.5,,"Comedy, Drama",-2018,,,,,,,,,,,,,,,,,,,
Bingo Hell,4.2,Not Rated,"Comedy, Fantasy, Horror",-2021,,,,,,,,,,,,,,,,,,,
Arizona,5.8,TV-MA,"Comedy, Thriller",-2018,,,,,,,,,,,,,,,,,,,
"Yesterday, Today and Tomorrow",7.2,Not Rated,"Comedy, Romance",-1963,,,,,,,,,,,,,,,,,,,
The Other Side of Hope,7.2,Not Rated,"Comedy, Drama",-2017,,,,,,,,,,,,,,,,,,,
Quark,7.1,,"Comedy, Sci-Fi",(1977–1978),,,,,,,,,,,,,,,,,,,
Players,,,"Comedy, Romance",-2022,,,,,,,,,,,,,,,,,,,
Run Woman Run,8.5,,"Drama, Comedy",-2021,,,,,,,,,,,,,,,,,,,
Hobgoblins,2,Not Rated,"Comedy, Horror, Sci-Fi",-1988,,,,,,,,,,,,,,,,,,,
Venus,7.1,R,"Comedy, Drama, Romance",(I) (2006),,,,,,,,,,,,,,,,,,,
Get a Life,8.1,,"Comedy, Fantasy",(1990–1992),,,,,,,,,,,,,,,,,,,
Benjamin,6.6,R,"Comedy, Drama, Romance",(II) (2018),,,,,,,,,,,,,,,,,,,
"Same Time, Next Year",7.2,PG,"Comedy, Drama, Romance",-1978,,,,,,,,,,,,,,,,,,,
Desire,3.9,,"Comedy, Drama, Romance",-2017,,,,,,,,,,,,,,,,,,,
Jack & Jill,7.2,,"Drama, Comedy",(1999–2001),,,,,,,,,,,,,,,,,,,
The Prince & Me II: The Royal Wedding,4.3,PG,"Comedy, Family, Romance",(2006 Video),,,,,,,,,,,,,,,,,,,
Visitor Q,6.5,R,"Comedy, Drama, Horror",-2001,,,,,,,,,,,,,,,,,,,
The Last Word,6.6,R,"Comedy, Drama",-2017,,,,,,,,,,,,,,,,,,,
Space Oddity,,,"Comedy, Romance, Sci-Fi",-2022,,,,,,,,,,,,,,,,,,,
Cheese in the Trap,7.3,,"Comedy, Romance",-2016,,,,,,,,,,,,,,,,,,,
California Suite,6.2,PG,"Comedy, Drama, Romance",-1978,,,,,,,,,,,,,,,,,,,
Bronco Billy,6.1,PG,"Action, Adventure, Comedy",-1980,,,,,,,,,,,,,,,,,,,
How to Eat Fried Worms,5.3,PG,"Comedy, Family",-2006,,,,,,,,,,,,,,,,,,,
The War at Home,7.4,TV-14,"Comedy, Romance",(2005–2007),,,,,,,,,,,,,,,,,,,
Bodied,7.1,R,"Comedy, Drama, Music",-2017,,,,,,,,,,,,,,,,,,,
Inbetweeners,4.1,,"Comedy, Romance",-2001,,,,,,,,,,,,,,,,,,,
Final Space,8.4,TV-PG,"Animation, Short, Comedy",(2016 Video),,,,,,,,,,,,,,,,,,,
Godard Mon Amour,6.6,R,"Biography, Comedy, Drama",-2017,,,,,,,,,,,,,,,,,,,
Otto - Der Film,6.4,,"Comedy, Romance",-1985,,,,,,,,,,,,,,,,,,,
Every Witch Way,5.2,TV-G,"Comedy, Drama, Family",(2014–2018),,,,,,,,,,,,,,,,,,,
Dream Corp LLC,7.2,TV-14,Comedy,(2016– ),,,,,,,,,,,,,,,,,,,
Late Night with Seth Meyers,6.1,TV-14,"Comedy, Talk-Show",(2014– ),,,,,,,,,,,,,,,,,,,
Brie's Bake Off Challenge,4.2,,"Comedy, Family",-2022,,,,,,,,,,,,,,,,,,,
Addicted to Love,6.1,R,"Comedy, Romance",-1997,,,,,,,,,,,,,,,,,,,
Some Girls,7.6,TV-14,Comedy,(2012–2014),,,,,,,,,,,,,,,,,,,
The Breaker Upperers,5.9,,Comedy,-2018,,,,,,,,,,,,,,,,,,,
Mother's Day,5.3,Unrated,"Comedy, Horror, Thriller",-1980,,,,,,,,,,,,,,,,,,,
Gun Shy,4,R,"Action, Comedy, Thriller",-2017,,,,,,,,,,,,,,,,,,,
College,4.5,R,Comedy,-2008,,,,,,,,,,,,,,,,,,,
Bhool Bhulaiyaa,7.3,Not Rated,"Comedy, Horror, Mystery",-2007,,,,,,,,,,,,,,,,,,,
Land of the Lost,6.9,,"Adventure, Family, Comedy",(1991–1992),,,,,,,,,,,,,,,,,,,
Bad Milo,5.7,R,"Comedy, Horror",-2013,,,,,,,,,,,,,,,,,,,
Zorro,6.4,G,"Action, Adventure, Comedy",(I) (1975),,,,,,,,,,,,,,,,,,,
Inferno,5.1,R,"Action, Comedy, Drama",(II) (1999),,,,,,,,,,,,,,,,,,,
Living Dolls,5.5,TV-PG,Comedy,-1989,,,,,,,,,,,,,,,,,,,
Horrid Henry: The Movie,3.5,PG,"Adventure, Comedy, Family",-2011,,,,,,,,,,,,,,,,,,,
Hanging Up,4.8,PG-13,"Comedy, Drama",-2000,,,,,,,,,,,,,,,,,,,
Rainbow High,6.5,TV-Y,"Animation, Short, Adventure",(2020– ),,,,,,,,,,,,,,,,,,,
Dark Habits,6.5,Not Rated,"Comedy, Drama",-1983,,,,,,,,,,,,,,,,,,,
Sky Sharks,3.7,Not Rated,"Comedy, Horror, Sci-Fi",-2020,,,,,,,,,,,,,,,,,,,
Die Discounter,7.9,,Comedy,-2021,,,,,,,,,,,,,,,,,,,
Smiley Face,5.7,R,Comedy,-2007,,,,,,,,,,,,,,,,,,,
The Broken Hearts Club: A Romantic Comedy,6.9,R,"Comedy, Drama, Romance",-2000,,,,,,,,,,,,,,,,,,,
A Bridesmaid in Love,6.5,,"Comedy, Romance",(2022 TV Movie),,,,,,,,,,,,,,,,,,,
Nude Nuns with Big Guns,3.9,Not Rated,"Action, Comedy, Thriller",-2010,,,,,,,,,,,,,,,,,,,
A New Leaf,7.3,G,"Comedy, Romance",-1971,,,,,,,,,,,,,,,,,,,
Tin Men,6.6,R,"Comedy, Drama",-1987,,,,,,,,,,,,,,,,,,,
The Last Laugh,5.6,TV-MA,Comedy,(I) (2019),,,,,,,,,,,,,,,,,,,
The Invisible Man,7.4,,"Action, Comedy, Sci-Fi",(2000–2002),,,,,,,,,,,,,,,,,,,
The Toxic Avenger Part II,5,R,"Action, Comedy, Horror",-1989,,,,,,,,,,,,,,,,,,,
Mistletoe Mixup,5.7,PG,"Comedy, Romance",-2021,,,,,,,,,,,,,,,,,,,
Follow That Bird,6.6,G,"Adventure, Comedy, Family",-1985,,,,,,,,,,,,,,,,,,,
8 Heads in a Duffel Bag,5.4,R,"Adventure, Comedy, Crime",-1997,,,,,,,,,,,,,,,,,,,
Made in Dagenham,7.1,R,"Biography, Comedy, Drama",-2010,,,,,,,,,,,,,,,,,,,
Baby Done,6,,Comedy,-2020,,,,,,,,,,,,,,,,,,,
A Faithful Man,6.2,,"Comedy, Drama, Romance",-2018,,,,,,,,,,,,,,,,,,,
Bride of Re-Animator,6.2,R,"Comedy, Horror, Sci-Fi",-1990,,,,,,,,,,,,,,,,,,,
City Hunter,6.3,PG-13,"Action, Comedy, Crime",-1993,,,,,,,,,,,,,,,,,,,
Happythankyoumoreplease,6.7,R,"Comedy, Drama, Romance",-2010,,,,,,,,,,,,,,,,,,,
Cockneys vs Zombies,5.9,Not Rated,"Action, Comedy, Horror",-2012,,,,,,,,,,,,,,,,,,,
A Year-End Medley,7,,"Comedy, Romance",(2021 TV Movie),,,,,,,,,,,,,,,,,,,
How to Stuff a Wild Bikini,4.7,Not Rated,"Comedy, Musical",-1965,,,,,,,,,,,,,,,,,,,
Lassie,6.7,PG,"Adventure, Comedy, Drama",-2005,,,,,,,,,,,,,,,,,,,
That Damn Michael Che,7.4,TV-MA,Comedy,(2021– ),,,,,,,,,,,,,,,,,,,
My Wonderful Life,5.8,,"Comedy, Drama, Romance",-2021,,,,,,,,,,,,,,,,,,,
Punk'd,5.9,,"Comedy, Reality-TV",(2003–2015),,,,,,,,,,,,,,,,,,,
Ideal Home,6.4,Not Rated,"Comedy, Drama",-2018,,,,,,,,,,,,,,,,,,,
Drunk Parents,3.9,R,Comedy,-2019,,,,,,,,,,,,,,,,,,,
Killer Sofa,3.7,,"Comedy, Fantasy, Horror",-2019,,,,,,,,,,,,,,,,,,,
The Stöned Age,6.2,R,"Comedy, Music",-1994,,,,,,,,,,,,,,,,,,,
Freelance,,,"Action, Comedy",(II),,,,,,,,,,,,,,,,,,,
Ricky Gervais: Humanity,7.9,TV-MA,Comedy,(2018 TV Special),,,,,,,,,,,,,,,,,,,
Don't Make Waves,5.9,,Comedy,-1967,,,,,,,,,,,,,,,,,,,
People Places Things,6.8,R,"Comedy, Romance",-2015,,,,,,,,,,,,,,,,,,,
Supereroi,6.7,,"Comedy, Drama, Romance",-2021,,,,,,,,,,,,,,,,,,,
The Sex Trip,4.3,,"Comedy, Fantasy",-2016,,,,,,,,,,,,,,,,,,,
Head Over Heels,5.4,PG-13,"Comedy, Mystery, Romance",-2001,,,,,,,,,,,,,,,,,,,
Burn Notice: The Fall of Sam Axe,7.1,TV-PG,"Action, Comedy, Crime",(2011 TV Movie),,,,,,,,,,,,,,,,,,,
Screwballs II,4.3,R,Comedy,-1985,,,,,,,,,,,,,,,,,,,
The Twelve Chairs,6.4,GP,Comedy,-1970,,,,,,,,,,,,,,,,,,,
Stay Tuned,6.2,PG,"Adventure, Comedy, Fantasy",-1992,,,,,,,,,,,,,,,,,,,
Strays,4.4,,Comedy,(2021– ),,,,,,,,,,,,,,,,,,,
Slings and Arrows,8.8,,Comedy,(2003–2006),,,,,,,,,,,,,,,,,,,
Our Man in Havana,7.2,Not Rated,"Comedy, Crime, Drama",-1959,,,,,,,,,,,,,,,,,,,
Sunshine on Leith,6.6,PG,"Comedy, Drama, Musical",-2013,,,,,,,,,,,,,,,,,,,
The Booze Cruise II: The Treasure Hunt,6.9,,"Comedy, Drama",(2005 TV Movie),,,,,,,,,,,,,,,,,,,
The Comebacks,4.3,PG-13,"Comedy, Sport",-2007,,,,,,,,,,,,,,,,,,,
Show Boat,7.4,Approved,"Comedy, Drama, Musical",-1936,,,,,,,,,,,,,,,,,,,
Mad Love,5.3,PG-13,"Comedy, Drama, Romance",-1995,,,,,,,,,,,,,,,,,,,
Wild Men,7,Not Rated,Comedy,-2021,,,,,,,,,,,,,,,,,,,
The Incal,,,"Adventure, Comedy, Crime",,,,,,,,,,,,,,,,,,,,
Hellcats,6.7,TV-14,"Comedy, Drama",(2010–2011),,,,,,,,,,,,,,,,,,,
Angus,6.7,PG-13,"Comedy, Drama",-1995,,,,,,,,,,,,,,,,,,,
12 Hour Shift,5.4,Not Rated,"Comedy, Horror, Thriller",-2020,,,,,,,,,,,,,,,,,,,
City Island,7.4,PG-13,"Comedy, Drama",-2009,,,,,,,,,,,,,,,,,,,
Love Ranch,5.6,R,"Biography, Comedy, Drama",-2010,,,,,,,,,,,,,,,,,,,
Little Voice,7,R,"Comedy, Drama, Music",-1998,,,,,,,,,,,,,,,,,,,
Do You Do You Saint-Tropez,4.9,,"Comedy, Crime, Mystery",-2021,,,,,,,,,,,,,,,,,,,
Hatchet III,5.6,R,"Action, Comedy, Horror",-2013,,,,,,,,,,,,,,,,,,,
C'est comme ça que je t'aime,8.5,,"Comedy, Crime",(2020– ),,,,,,,,,,,,,,,,,,,
Foreign Exchange,4.1,R,Comedy,-2008,,,,,,,,,,,,,,,,,,,
Maron,7.7,TV-MA,Comedy,(2013–2016),,,,,,,,,,,,,,,,,,,
The 1st Shop of Coffee Prince,8.2,,"Comedy, Drama, Romance",-2007,,,,,,,,,,,,,,,,,,,
Love Is Blind,5,TV-MA,"Comedy, Drama",(I) (2019),,,,,,,,,,,,,,,,,,,
My Dead Ex,7.4,TV-14,Comedy,(2018– ),,,,,,,,,,,,,,,,,,,
Maggie,,,Comedy,(2022– ),,,,,,,,,,,,,,,,,,,
"Honey, I Shrunk the Kids: The TV Show",6,TV-PG,"Action, Adventure, Comedy",(1997–2000),,,,,,,,,,,,,,,,,,,
Los Espookys,7.4,TV-14,"Comedy, Fantasy, Horror",(2018– ),,,,,,,,,,,,,,,,,,,
Book of Love,5.4,R,"Comedy, Drama",-2004,,,,,,,,,,,,,,,,,,,
Good Hair,6.8,PG-13,"Documentary, Comedy",-2009,,,,,,,,,,,,,,,,,,,
Mardi Gras: Spring Break,5.1,R,Comedy,-2011,,,,,,,,,,,,,,,,,,,
Real Rob,6.4,TV-MA,Comedy,(2015– ),,,,,,,,,,,,,,,,,,,
Have a Good Trip,6.8,TV-MA,"Documentary, Comedy",-2020,,,,,,,,,,,,,,,,,,,
The Art of the Steal,6.3,R,"Comedy, Crime, Thriller",-2013,,,,,,,,,,,,,,,,,,,
Pawn Shop Chronicles,5.9,R,"Action, Comedy, Crime",-2013,,,,,,,,,,,,,,,,,,,
Some Assembly Required,4.5,TV-G,"Comedy, Family",(2014–2016),,,,,,,,,,,,,,,,,,,
Escape to Athena,5.6,PG,"Action, Adventure, Comedy",-1979,,,,,,,,,,,,,,,,,,,
The Muppet Christmas Carol,7.7,G,"Comedy, Drama, Family",-1992,,,,,,,,,,,,,,,,,,,
The Courtship of Eddie's Father,7.3,Not Rated,"Comedy, Family",(1969–1972),,,,,,,,,,,,,,,,,,,
Baghead,6,R,"Comedy, Drama, Horror",-2008,,,,,,,,,,,,,,,,,,,
The Family Fang,6.1,R,"Comedy, Drama, Mystery",-2015,,,,,,,,,,,,,,,,,,,
Costa Rican Summer,2.7,R,Comedy,-2010,,,,,,,,,,,,,,,,,,,
Dad's Army,5.2,Not Rated,"Comedy, War",-2016,,,,,,,,,,,,,,,,,,,
The Foot Fist Way,6.2,R,Comedy,-2006,,,,,,,,,,,,,,,,,,,
Trailer Park Boys,8,PG-13,Comedy,-1999,,,,,,,,,,,,,,,,,,,
Kenzo World,8.1,,"Short, Comedy, Fantasy",(2016 Video),,,,,,,,,,,,,,,,,,,
Sanju,7.8,TV-MA,"Biography, Comedy, Drama",-2018,,,,,,,,,,,,,,,,,,,
Breakin' 2: Electric Boogaloo,5.1,PG,"Comedy, Drama, Musical",-1984,,,,,,,,,,,,,,,,,,,
The Taming of the Shrew,7.9,Not Rated,Comedy,-2016,,,,,,,,,,,,,,,,,,,
The Witches,6,Not Rated,"Comedy, Drama, Romance",-1967,,,,,,,,,,,,,,,,,,,
Lay the Favorite,4.8,R,"Comedy, Drama, Romance",-2012,,,,,,,,,,,,,,,,,,,
The Hard Way,6.3,R,"Action, Comedy, Crime",-1991,,,,,,,,,,,,,,,,,,,
Sonatine,7.5,R,"Action, Comedy, Crime",-1993,,,,,,,,,,,,,,,,,,,
"True Jackson, VP",5.8,TV-Y7,"Comedy, Drama, Family",(2008–2011),,,,,,,,,,,,,,,,,,,
Fated to Love You,7.9,TV-14,"Comedy, Romance",-2014,,,,,,,,,,,,,,,,,,,
Catfight,5.9,Not Rated,"Action, Comedy, Drama",(I) (2016),,,,,,,,,,,,,,,,,,,
The Cat from Outer Space,6,G,"Comedy, Family, Sci-Fi",-1978,,,,,,,,,,,,,,,,,,,
The Old Dark House,7,Not Rated,"Comedy, Horror, Thriller",-1932,,,,,,,,,,,,,,,,,,,
Kit Kittredge: An American Girl,6.5,G,"Comedy, Drama, Family",-2008,,,,,,,,,,,,,,,,,,,
Still Open All Hours,6.3,TV-PG,Comedy,(2013–2019),,,,,,,,,,,,,,,,,,,
Life Sentence,6.5,TV-PG,"Comedy, Drama",-2018,,,,,,,,,,,,,,,,,,,
Melody,7.6,G,"Comedy, Drama, Romance",-1971,,,,,,,,,,,,,,,,,,,
Plaza Suite,6.5,PG-13,"Comedy, Drama, Romance",-1971,,,,,,,,,,,,,,,,,,,
Big Nothing,6.7,R,"Comedy, Crime, Thriller",-2006,,,,,,,,,,,,,,,,,,,
My Secret Identity,7.1,,"Action, Adventure, Comedy",(1988–1991),,,,,,,,,,,,,,,,,,,
Sick of It,7.4,,"Comedy, Drama",(2018–2020),,,,,,,,,,,,,,,,,,,
Zombieland,5.8,TV-MA,"Action, Comedy, Horror",(2013 TV Movie),,,,,,,,,,,,,,,,,,,
Love in the Moonlight,7.8,,"Comedy, Drama, History",-2016,,,,,,,,,,,,,,,,,,,
Jury Duty,4.2,PG-13,Comedy,-1995,,,,,,,,,,,,,,,,,,,
The Awful Truth,7.7,Passed,"Comedy, Romance",-1937,,,,,,,,,,,,,,,,,,,
Dragons Forever,7.1,TV-14,"Action, Comedy, Romance",-1988,,,,,,,,,,,,,,,,,,,
Gorgeous,6,PG-13,"Action, Comedy, Romance",-1999,,,,,,,,,,,,,,,,,,,
Monsieur Hulot's Holiday,7.4,Not Rated,Comedy,-1953,,,,,,,,,,,,,,,,,,,
Bye Bye Love,6.1,PG-13,Comedy,-1995,,,,,,,,,,,,,,,,,,,
California Split,7.2,R,"Comedy, Drama",-1974,,,,,,,,,,,,,,,,,,,
Wild Nights with Emily,6.2,PG-13,"Comedy, History",-2018,,,,,,,,,,,,,,,,,,,
Bill Nye the Science Guy,8.2,TV-Y,"Documentary, Comedy, Family",(1993–1998),,,,,,,,,,,,,,,,,,,
Sleepaway Camp III: Teenage Wasteland,5,R,"Comedy, Horror",-1989,,,,,,,,,,,,,,,,,,,
Cinderella,5.7,R,"Comedy, Musical",-1977,,,,,,,,,,,,,,,,,,,
Stoner Cats,7.3,,"Animation, Comedy",(2021– ),,,,,,,,,,,,,,,,,,,
First Strike,6.6,PG-13,"Action, Adventure, Comedy",-1996,,,,,,,,,,,,,,,,,,,
Lost in London,6.2,Not Rated,"Comedy, Drama",(I) (2017),,,,,,,,,,,,,,,,,,,
Come Together: A Fashion Picture in Motion,7.3,,"Short, Comedy",-2016,,,,,,,,,,,,,,,,,,,
The Great White Hype,5.5,R,"Comedy, Sport",-1996,,,,,,,,,,,,,,,,,,,
Serving Sara,5.3,PG-13,"Comedy, Romance",-2002,,,,,,,,,,,,,,,,,,,
A Frosty Affair,5.8,TV-14,"Adventure, Comedy, Romance",(2015 TV Movie),,,,,,,,,,,,,,,,,,,
"Peace, Love & Misunderstanding",5.9,R,"Comedy, Drama, Music",-2011,,,,,,,,,,,,,,,,,,,
Juwanna Mann,4.6,PG-13,"Comedy, Drama, Romance",-2002,,,,,,,,,,,,,,,,,,,
Poultrygeist: Night of the Chicken Dead,6,Not Rated,"Comedy, Horror, Musical",-2006,,,,,,,,,,,,,,,,,,,
Best of Luck Nikki,8.5,TV-G,"Comedy, Family",(2011–2016),,,,,,,,,,,,,,,,,,,
The Fast Show,8.2,TV-14,Comedy,(1994–2014),,,,,,,,,,,,,,,,,,,
Stuck on You!,4.1,R,"Comedy, Romance",-1983,,,,,,,,,,,,,,,,,,,
Casting Couch,4.6,Unrated,Comedy,(I) (2013),,,,,,,,,,,,,,,,,,,
Don's Party,6.8,Not Rated,"Comedy, Drama",-1976,,,,,,,,,,,,,,,,,,,
The Meteor Man,5.1,PG,"Action, Comedy, Fantasy",-1993,,,,,,,,,,,,,,,,,,,
Power Rangers R.P.M.,6.6,TV-Y7,"Action, Adventure, Comedy",-2009,,,,,,,,,,,,,,,,,,,
My Favorite Year,7.3,PG,"Comedy, Drama",-1982,,,,,,,,,,,,,,,,,,,
Wasabi,6.6,R,"Action, Drama, Comedy",-2001,,,,,,,,,,,,,,,,,,,
Hogfather,7.4,,"Comedy, Fantasy",(2006 TV Movie),,,,,,,,,,,,,,,,,,,
Hooper,6.3,PG,"Action, Comedy",-1978,,,,,,,,,,,,,,,,,,,
Knight Squad,5.3,TV-G,"Adventure, Comedy, Family",(2018–2019),,,,,,,,,,,,,,,,,,,
25 km/h,7.2,,"Adventure, Comedy, Drama",-2018,,,,,,,,,,,,,,,,,,,
Supah Ninjas,5.6,TV-G,"Action, Adventure, Comedy",(2011–2013),,,,,,,,,,,,,,,,,,,
Two Girls and a Sailor,6.6,Passed,"Comedy, Drama, Music",-1944,,,,,,,,,,,,,,,,,,,
Kapoor & Sons,7.7,Not Rated,"Comedy, Drama, Family",-2016,,,,,,,,,,,,,,,,,,,
Celebrity Sex Tape,2.9,Unrated,Comedy,-2012,,,,,,,,,,,,,,,,,,,
Looking for Eric,7.1,Not Rated,"Comedy, Drama, Fantasy",-2009,,,,,,,,,,,,,,,,,,,
King,5.6,,"Adventure, Comedy, Family",(I) (2022),,,,,,,,,,,,,,,,,,,
Other People's Money,6.2,R,"Comedy, Drama, Romance",-1991,,,,,,,,,,,,,,,,,,,
Sweetie,6.7,R,"Comedy, Drama",-1989,,,,,,,,,,,,,,,,,,,
All Eyes Off Me,6.1,Unrated,"Comedy, Drama",-2021,,,,,,,,,,,,,,,,,,,
Mad,5.8,TV-PG,"Animation, Comedy",(2010–2013),,,,,,,,,,,,,,,,,,,
Lipstick Jungle,6.5,TV-14,"Comedy, Drama",(2008–2009),,,,,,,,,,,,,,,,,,,
Do Do Sol Sol La La Sol,7.4,,"Comedy, Drama, Music",-2020,,,,,,,,,,,,,,,,,,,
Knockin' on Heaven's Door,7.9,Not Rated,"Action, Crime, Comedy",-1997,,,,,,,,,,,,,,,,,,,
The Perfect Game,6.9,PG,"Comedy, Drama, Family",-2009,,,,,,,,,,,,,,,,,,,
Super Hot,5.1,,"Comedy, Horror",-2021,,,,,,,,,,,,,,,,,,,
Press Gang,8.1,,"Family, Comedy, Drama",(1989–1993),,,,,,,,,,,,,,,,,,,
Men of a Certain Age,8,TV-14,"Comedy, Drama",(2009–2011),,,,,,,,,,,,,,,,,,,
Adam's Rib,7.5,Not Rated,"Comedy, Romance",-1949,,,,,,,,,,,,,,,,,,,
All Hail King Julien,7.1,TV-Y7,"Animation, Short, Action",(2014–2017),,,,,,,,,,,,,,,,,,,
Bikini Beach,5.4,Passed,"Comedy, Music, Romance",-1964,,,,,,,,,,,,,,,,,,,
On Moonlight Bay,7,Approved,"Comedy, Family, Musical",-1951,,,,,,,,,,,,,,,,,,,
Mumford,6.8,R,"Comedy, Drama",-1999,,,,,,,,,,,,,,,,,,,
Burke and Hare,6.1,R,"Comedy, Crime, History",-2010,,,,,,,,,,,,,,,,,,,
Breaking Bad: Original Minisodes,7.7,,"Short, Comedy, Crime",(2009–2011),,,,,,,,,,,,,,,,,,,
Stromberg,8.4,TV-14,Comedy,(2004–2012),,,,,,,,,,,,,,,,,,,
Dil Bechara,8.1,Not Rated,"Comedy, Drama, Romance",-2020,,,,,,,,,,,,,,,,,,,
My Life in Ruins,5.9,PG-13,"Comedy, Romance",-2009,,,,,,,,,,,,,,,,,,,
18 Again!,5.7,PG,"Comedy, Fantasy, Romance",-1988,,,,,,,,,,,,,,,,,,,
The Preacher's Wife,5.6,PG,"Comedy, Drama, Fantasy",-1996,,,,,,,,,,,,,,,,,,,
Cotton Comes to Harlem,6.5,R,"Action, Comedy, Crime",-1970,,,,,,,,,,,,,,,,,,,
